source_pdf,query,answer
Organic framing guide.pdf,How to seed treatment for Rice?,"Spacing (row x plant) in cm 30 row spacing Basal application of organic Source Quantity/ha manures Enriched compost 2.00 tonnes Vermicompost 1.70 t onnes Green leaf manure 3.30 tonnes Neem cake 250 kg 145 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Top dressing of organic manures Source Quantity/ha Days after sowing/ plantingor stage of crop Cow urine @ 10% 100 litre/ha Foliar spray at 30 days after sowingand at boot leafstage Panchagavya @ 3% 30 litre/ha Foliar spray at 30 after sowing andat boot leaf stage"
Organic framing guide.pdf,How to irrigation for Rice?,"(cm) Purely under Rainfedcondition Major weeds Argemone mexicana, stachytarpheta indica, celosia argentea"
Organic framing guide.pdf,How to weed management for Rice?,Critical stage of weeding Recommended practice for organic condition 25 to 35 DAS Inter cultivation with hoes (20 and 40 DAS) and manual weeding (at 30 and 50 DAS) Organic plant protection Name of pest/disease Organic material Quantity practices r ecommended for control Aphids and sucking NSKE @ 5% 250 litres pests Botinacal Mixer @ 10 % 500 litres verticillium lecanii @ 0...
Organic framing guide.pdf,How to harvesting for Groundnut?,"September II Fortnight Varieties GPBD-4, JL 24 Important features of suitable varieties Varieties GPBD-4 JL 24 Duration (days) 105 to 110 105 to110Average yield under organic condition (kg/ha) 3000-3500 3000-3500 Source (s) of availability Bio-Resource Farm, Bio-Resource Farm, IOF, UAS, Dharwad IOF, UAS, Dharwad Suitable regions/ districts in the state Districts of Northern Districts of Northern Karnataka Karnataka Specific resistance / tolerance to disease Resistant to leaf spot - and rust diseases Specific tolerance to drought/waterlogging Drought Drought Field preparation: Prepare land to a..."
Organic framing guide.pdf,How to seed treatment for Groundnut?,"147 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Trichoderma harzianum 0.75 kg/ha"
Organic framing guide.pdf,How to seed treatment for Groundnut?,Spacing (row x plant) in cm 30 x 10 cm Basal application of organic Source Quantity/ha manures Enriched compost 3.00 tonnes Vermicompost 2.40 t onnes Green leaf manure 5.00 tonnesNeem cake 250 kg Top dressing of organic Source Quantity/ha Days after manures sowing/planting or stage of crop Cow urine @ 10% 100 litres Fol iar spray at 45 and 60 daysafter sowing Panchagavya @ 3% 30 litres Foliar spray at 45 and 60 days aftersowing Gypsum 500 kg Apply at 35 to 40 days after sowingto the plant rowsand earthing up will be done.
Organic framing guide.pdf,How to irrigation for Groundnut?,practices Number of irriga tions Most critical stages Depth of for
Organic framing guide.pdf,How to irrigation for Groundnut?,"(cm) Purely under Rainfed condition Major weeds Digitaria marginata Dinebra retroflexa, Pannicum Spp., Cynodon dactylon, Commelina subulata, Commelina benghalensis, Cyanotis cucullata, Euphorbia Spp., Eleusine indica, Echinochloa colonum, Setaria Spp, Cyperus rotundus, Parthenium justerophorus, Sida acuta and Portulaca oleracea 148 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to weed management for Groundnut?,"Critical stage of weeding Recommended practice for organic condition 25 to 35 DAS Deep tillage, stale seed bed preparation. Inter cultivation with hoes and mechnical hand weeder (25 and 40 DAS (days after sowing) and manual weeding (at 30 DAS) Organic plant protection Name of pest/disease Organic material Quantity practices r ecommended for control ● Growing setaria or bajra as intercrop at 7:1 row proportion and castor as trap crop for S. litura management..."
Organic framing guide.pdf,How to harvesting for Sorghum?,"February II Fortnight Varieties M35-1, DSV-4 Important features of suitable varieties Varieties M-35-1 DSV-4 Duration (days) 120-125 115-120 Average yield under organic condition (kg/ha) 1200-1500 1200-1500 Source (s) of availability Bio-Resource Farm, Bio-Resource Farm, IOF, UAS, Dharwad IOF, UAS, Dharwad Suitable regions/districts in the state Districts of Northern Districts of Northern Karnataka Karnataka Specific resistance / tolerance to pest Resistant to shoot fly - Specific resistance / tolerance to disease - Resistant to charcoal rot disease Specific tolerance to drought/waterlogging D..."
Organic framing guide.pdf,How to seed treatment for Sorghum?,Trichoderma harzianum 0.03 kg/ha
Organic framing guide.pdf,How to seed treatment for Sorghum?,"Spacing (row x plant) in cm 45 x 15 Basal application of organic Source Quantity/ha manures Enriched compost 2.00 tonnes Vermicompost 1.70 t onnes 150 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Green leaf manure 3.30 tonnes Neem cake 250 kg Top dressing of organic Source Quantity/ha Days after manures sowing/plantingor stage of crop Cow urine @ 10 % 100 litres Foliar spray at 30 and 45 DAS Panchagavya @ 3% 30 litres Foliar spray at 30 and 45 DAS"
Organic framing guide.pdf,How to irrigation for Sorghum?,practices Number of irriga tions Most critical stages Depth of for
Organic framing guide.pdf,How to irrigation for Sorghum?,(cm) Purely under Rainfedcondition
Organic framing guide.pdf,How to weed management for Sorghum?,"Critical stage of weeding Recommended practice for organic condition 25 to 35 DAS Inter cultivation with hoes (25, 50 and 60 DAS) and manual weeding (at 30 DAS) Organic plant protection Name of pest/disease Organic material Quantity practices r ecommended for control Shoot fly Sucking pests NSKE @ 5% at 25 DAS 50 litres Aphids Foliar application of 1 kgVerticillium lecanii @2 g/lit Botinacal Mixer @ 10 % 50 litres Yield Year 2004-05 2005-06 2006-07 2007-08 2008-09 2009-10 2010-11 2011-12 Mean Economic 1119 1088 1296 1146 1080 1060 1532 1178 1187 yield (kg/ha) Organically grown Groundnut in gro..."
Organic framing guide.pdf,How to harvesting for Chilli?,"D ecember II Fortnight Varieties Byadagi Kaddi, Byadagi dabbi Dyvanur Important features of suitable varieties Varieties Byadagi Kaddi Byadagi dabbi Dyvanur Duration (days) 180-200 180-200 180-200 Average yield under organic condition (kg/ha) 750-1000 750-1000 750-1000 Source (s) of availability Bio-Resource Bio-Resource Bio-Resource Farm, IOF, UAS, Farm, IOF, UAS, Farm, IOF, UAS,Dharwad Dharwad Dharwad Suitable regions/ districts in the state Districts of Districts of Districts of Northern Northern NorthernKartnataka Kartnataka Kartnataka Specific tolerance to drought/waterlogging Drought Dro..."
Organic framing guide.pdf,How to seed treatment for Chilli?,Trichoderma harzianum 10 g
Organic framing guide.pdf,How to seed treatment for Chilli?,"Source and optimum quantity Materials Quantity/ m2area Method of of organic manures/other application FYM 5.56 /m2 area Vermicompost 2.78 /m2 area 152 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to irrigation for Chilli?,practices Water the beds once in two days and stop watering 2-3 days before planting (27-28 DAS).
Organic framing guide.pdf,How to weed management for Chilli?,Hand weeding Optimum age of nursery (days) 30 days old Field preparation: Prepare land to a fine tilth by cultivating and harrowing (Deep poughing once in three years in medium deep to deep black soils and every year in shallow black and red soils followed by 2 to 3 harrowing). Apply organic manures FYM/Compost and greenleaf manures at 10-15 days before sowing. Apply vermicompost and neemcake at the timeof sowing. Cultural practices Seed rate (kg/ha) 3 kg/ha Pre-sowing/planting treatment Material Recommended rate Method of of seed/seedlings application Azospirillum 250 g
Organic framing guide.pdf,How to seed treatment for Chilli?,"Spacing (Row x plant) in cm 60cm x 60cm Number of seedlings/hill Two seedlings/hill Basal application of organic Source Quantity/ha manures Enriched compost 4.20 tonnes Vermicompost 3.30 tonnes Green leaf manure 6.70 tonnesNeem cake 250 kg Top dressing of organic manures Source Quantity/ha Days aftersowing/plantingor stage of crop Cow urine @ 10% 150 lit/ha Foliar spray at 45, 60 and 75DAS Panchagavya @ 3% 45 lit/ha Foliar spray at 45, 60 and 75DAS 153 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to irrigation for Chilli?,practices Number of irriga tions Most critical stages Depth of for
Organic framing guide.pdf,How to irrigation for Chilli?,"(cm) Purely under Rainfed condition Major weeds Digitaria marginata Dinebra retroflexa, Pannicum Spp., Cynodon dactylon, Commelina subulata, Commelina benghalensis, Cyanotis cucullata, Euphorbia Spp., Eleusine indica, Echinochloa colonum, Setaria Spp, Cyperus rotundus, Parthenium justerophorus, Sida acuta and Portulaca oleracea"
Organic framing guide.pdf,How to weed management for Chilli?,"Critical stage of weeding Recommended practice for organic condition 25 to 35 DAS Deep tillage, stale seed bed preparation..."
Organic framing guide.pdf,How to harvesting for Cotton?,"February I Fortnight Variety Jayadhar Important features of suitable variety Variety Jayadhar Duration (days) 200 days Average yield under organic condition (kg/ha) 500-600 Source (s) of availability Bio-Resource Farm, IOF, UAS, DharwadSuitable regions/districts in the state Entire Karnataka State Specific tolerance to drought/waterlogging Drought Cultural practices Seed rate (kg/ha) 3 kg/ha Pre-sowing/planting treatment Material Recommended rate Method of of seed/seedlings application Cow Urine @ 25% 50 lit/ha Soak the seeds in 25% cow urine solution and airdried Azospirillum 0.5 kg/ha"
Organic framing guide.pdf,How to seed treatment for Cotton?,"Spacing (row x plant) in cm 60 x30 Number of seedlings/hill Dibble two cotton seeds per hill between two chilli plants in a row Basal application of organic Source Quantity/ha manures Enriched compost 3.30 tonnesVermicompost 2.70 t onnes Green leaf manure 5.30 tonnesNeem cake 250 kg Top dressing of organic manures Source Quantity/ha Days aftersowing/plantingor stage of crop Cow urine @ 10 % 100 lit/ha Foliar spray at 60 and 75 DAS 155 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Panchagavya @ 3% 30 lit/ha Foliar spray at 60 and 75 DAS"
Organic framing guide.pdf,How to irrigation for Cotton?,practices Number of irriga tions Most critical stages Depth of for
Organic framing guide.pdf,How to irrigation for Cotton?,(cm) Purely under Rainfed condition
Organic framing guide.pdf,How to weed management for Cotton?,"Critical stage of weeding Recommended practice for organic condition 25 to 35 DAS Inter cultivation with hoes ( 25, 35 and 50 DAS) and manual weeding (at 30 and 55DAS) Organic plant protection Name of pest/disease Organic material Quantity practices r ecommended for control ● Use marigold and bhendi as Sucking pests Botanical mixer @ 5% 50 lit/ha trap crops for management of spray at 30 and 60 DASbollworm and shoot weevil. ● Maize as border crop Bollworm NSKE @ 5% foliar spray 50 lit/ha ● Use of pheromone traps @ @ 90 and 105 DAS 5 per ha for monitoring of H.armigera..."
Organic framing guide.pdf,How to harvesting for Maize?,"September II Fortnight Variety EH-434042 (Arjun) Important features of suitable variety Variety EH-434042 (Arjun) Duration (days) 1 10-115 Average yield under organic condition (kg/ha) 3000-3500 Source (s) of availability Bio-Resource Farm, IOF, UAS, Dharwad Suitable regions/ districts in the state Entire Karnataka State Field preparation: Prepare land to a fine tilth by cultivating and harrowing (Deep poughing once in three years in medium deep to deep black soils and every year in shallow black and red soils followed by 2 to 3 harrowing)..."
Organic framing guide.pdf,How to seed treatment for Maize?,"Spacing (row x plant) in cm 60 cm x 30 Basal application of organic Source Quantity/ha manures Enriched compost 4.20 tonnes Vermicompost 3.30 tonnes Green leaf manure 6.70 tonnesNeem cake 250 kg 157 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Top dressing of organic manures Source Quantity/ha Days after sowing/planting or stage of crop Cow urine @ 10% 100 lit/ha Foliar spray at 30 and 45 daysafter sowing Panchagavya @ 3% 30 lit/ha Foliar spray at 30 and 45 days aftersowing"
Organic framing guide.pdf,How to irrigation for Maize?,practices Number of irriga tions Most critical stages Depth of for
Organic framing guide.pdf,How to irrigation for Maize?,"(cm) Purely under Rainfed condition Major weeds Digitaria marginata Dinebra retroflexa, Pannicum Spp., Cynodon dactylon, Commelina subulata, Commelina benghalensis, Cyanotis cucullata, Euphorbia Spp., Eleusine indica, Echinochloa colonum, Setaria Spp, Cyperus rotundus, Parthenium justerophorus, Sida acuta and Portulaca oleracea"
Organic framing guide.pdf,How to weed management for Maize?,"Critical stage of weeding Recommended practice for organic condition 25 to 35 DAS Deep tillage, stale seed bed preparation. Inter cultivation with hoes and mechnical handweeder (20 and 40 DAS (days after sowing)and manual weeding (at 25 and 45 DAS) Organic plant protection Name of pest/disease Organic material Quantity practices r ecommended for control ● Plant NB 21 grass on the Cob borer Nomuraea rileyi  @ 1 0.5 kg/ha bunds as a trap crop for g/lit or HaNPV 250 LE/ha management of stem borer Aphids and Stem borer Neem seed kernel 50 lit/ha of maize..."
Organic framing guide.pdf,How to harvesting for Chickpea?,"February II Fortnight Varieties Annigeri-1, JG-11 Important features of suitable varieties Varieties Annigeri-1 JG-11 Duration (days) 90-95 90-100 Average yield under organic condition (kg/ha) 1200-1500 1200-1500 Source (s) of availability Bio-Resource Farm, Bio-Resource Farm, IOF, UAS, Dharwad IOF, UAS, Dharwad Suitable regions/districts in the state Districts of Northern Districts of Northern Karnataka Karnataka Specific resistance / tolerance to disease - Resistant to wilt Specific tolerance to drought/water logging Drought Drought Field preparation: After harvest of Maize crop one or two h..."
